Order Number,Toothbrush Type,Order Date,Customer Age,Order Quantity,Delivery Postcode,Billing Postcode,Dispatch Status,Dispatch Date,Delivery Status,Delivery Date
BRU00007251,Toothbrush 2000,2022/12/02,75,6,ch437zn,ec4r0da,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007090,Toothbrush 4000,2022/12/02,33,3,ca30by,g36uj,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007068,Toothbrush 2000,2022/12/02,86,5,dn163er,e161nr,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006944,Toothbrush 4000,2022/12/01,19,5,ch76pj,cv92dl,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007391,Toothbrush 4000,2022/12/01,45,9,dt34le,b330nu,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00007455,Toothbrush 2000,2022/12/01,85,2,dl85aa,dh76bf,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007613,Toothbrush 2000,2022/12/01,71,6,cm195sg,hu52pj,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00006896,Toothbrush 2000,2022/12/01,70,8,b421he,cr81bh,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007342,Toothbrush 4000,2022/12/02,24,2,b152bw,b152bw,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007322,Toothbrush 4000,2022/12/02,25,6,gl60bt,gl60bt,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007588,Toothbrush 4000,2022/12/01,30,6,g744tb,g744tb,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007644,Toothbrush 2000,2022/12/01,84,6,bl34xa,bl34xa,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00006858,Toothbrush 2000,2022/12/01,59,5,g50tf,g50tf,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007094,Toothbrush 4000,2022/12/01,16,8,cv47dj,cv47dj,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00006939,Toothbrush 2000,2022/12/02,87,8,hp111dp,hp111dp,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007301,Toothbrush 2000,2022/12/01,64,8,ex364eu,ex364eu,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006954,Toothbrush 4000,2022/12/02,33,7,co28jj,co28jj,Dispatched,2022/12/03,In Transit,2022/12/03
BRU00006962,Toothbrush 2000,2022/12/02,74,9,e96dg,e96dg,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007051,Toothbrush 4000,2022/12/02,29,9,al55bu,al55bu,Dispatched,2022/12/03,In Transit,2022/12/03
BRU00007507,Toothbrush 2000,2022/12/02,87,4,al100bd,al100bd,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007659,Toothbrush 2000,2022/12/01,60,3,cf235np,cf235np,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007655,Toothbrush 2000,2022/12/02,85,7,bh63lj,bh63lj,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007069,Toothbrush 2000,2022/12/02,58,7,dn377sw,dn377sw,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007050,Toothbrush 4000,2022/12/02,29,1,hp53fn,hp53fn,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00006859,Toothbrush 4000,2022/12/02,20,8,b389tp,b389tp,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007185,Toothbrush 2000,2022/12/02,61,9,cw13ay,cw13ay,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007397,Toothbrush 4000,2022/12/02,25,6,ip265eq,ip265eq,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006876,Toothbrush 4000,2022/12/01,33,3,cf832lb,cf832lb,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00006878,Toothbrush 4000,2022/12/02,18,3,hg27ah,hg27ah,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007294,Toothbrush 4000,2022/12/02,13,3,ig88gs,ig88gs,Dispatched,2022/12/03,In Transit,2022/12/03
BRU00007081,Toothbrush 2000,2022/12/01,72,2,ec1r1uq,ec1r1uq,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007079,Toothbrush 2000,2022/12/01,80,9,g116xe,g116xe,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007504,Toothbrush 2000,2022/12/01,70,7,bl31ha,bl31ha,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007510,Toothbrush 2000,2022/12/01,92,8,cf143hu,cf143hu,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007036,Toothbrush 4000,2022/12/02,21,4,ex122rb,ex122rb,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007446,Toothbrush 2000,2022/12/01,84,8,dd12jb,dd12jb,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007298,Toothbrush 2000,2022/12/01,70,9,fy69aw,fy69aw,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00006860,Toothbrush 4000,2022/12/02,36,1,co156he,co156he,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007581,Toothbrush 4000,2022/12/01,30,3,ha86sa,ha86sa,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007589,Toothbrush 4000,2022/12/02,10,2,bb87ln,bb87ln,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007660,Toothbrush 2000,2022/12/02,56,3,fk27gj,fk27gj,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007096,Toothbrush 2000,2022/12/02,72,9,ct179ta,ct179ta,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007358,Toothbrush 4000,2022/12/02,11,4,bh205dp,bh205dp,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007365,Toothbrush 2000,2022/12/02,64,3,b421qn,b421qn,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007621,Toothbrush 2000,2022/12/01,82,5,bb90eh,bb90eh,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006982,Toothbrush 2000,2022/12/01,81,8,hx38ra,hx38ra,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007112,Toothbrush 2000,2022/12/02,59,6,ch35sf,ch35sf,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007299,Toothbrush 4000,2022/12/02,32,8,b975nn,b975nn,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007041,Toothbrush 4000,2022/12/01,29,9,b339uu,b339uu,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007212,Toothbrush 4000,2022/12/02,21,7,co78su,co78su,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007421,Toothbrush 2000,2022/12/01,82,9,hx28je,hx28je,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00006895,Toothbrush 4000,2022/12/02,26,7,dy116qj,dy116qj,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007474,Toothbrush 4000,2022/12/02,31,3,gl27hq,gl27hq,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007666,Toothbrush 4000,2022/12/02,30,5,dn75sb,dn75sb,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007273,Toothbrush 2000,2022/12/01,90,6,gl79sn,gl79sn,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007669,Toothbrush 4000,2022/12/02,17,5,gu254aa,gu254aa,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006854,Toothbrush 4000,2022/12/02,23,6,im23ax,im23ax,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007287,Toothbrush 2000,2022/12/01,55,5,cb236eg,cb236eg,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007418,Toothbrush 4000,2022/12/01,20,1,ip14dp,ip14dp,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007648,Toothbrush 2000,2022/12/02,80,8,ip294ar,ip294ar,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007278,Toothbrush 2000,2022/12/01,99,4,da11up,da11up,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007046,Toothbrush 4000,2022/12/02,32,8,fy30an,fy30an,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006934,Toothbrush 4000,2022/12/02,21,8,e130jy,e130jy,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007130,Toothbrush 2000,2022/12/01,89,4,ab534hq,ab534hq,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007187,Toothbrush 2000,2022/12/01,70,4,bb13lb,bb13lb,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007395,Toothbrush 2000,2022/12/02,65,4,cv239fn,cv239fn,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007500,Toothbrush 2000,2022/12/01,82,5,g314qp,g314qp,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007168,Toothbrush 4000,2022/12/02,35,5,e14fs,e14fs,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007001,Toothbrush 4000,2022/12/02,25,9,hg35ab,hg35ab,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00006924,Toothbrush 4000,2022/12/02,33,4,ch39jj,ch39jj,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007471,Toothbrush 4000,2022/12/01,26,4,gu358jh,gu358jh,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006890,Toothbrush 2000,2022/12/02,64,1,ab326nz,ab326nz,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007674,Toothbrush 2000,2022/12/01,79,3,dh70nl,dh70nl,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007019,Toothbrush 4000,2022/12/01,16,8,gu12ub,gu12ub,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007191,Toothbrush 2000,2022/12/01,81,9,dg112ly,dg112ly,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007527,Toothbrush 2000,2022/12/02,60,1,cm231er,cm231er,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006967,Toothbrush 4000,2022/12/02,21,8,ab210fz,ab210fz,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007211,Toothbrush 4000,2022/12/02,30,2,bl26tl,bl26tl,Dispatched,2022/12/03,In Transit,2022/12/03
BRU00007243,Toothbrush 2000,2022/12/01,81,5,bs207pu,bs207pu,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007117,Toothbrush 4000,2022/12/02,11,7,bs12au,bs12au,Dispatched,2022/12/03,In Transit,2022/12/03
BRU00007653,Toothbrush 4000,2022/12/01,17,1,ec2y9ap,ec2y9ap,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007359,Toothbrush 4000,2022/12/02,26,8,hp197gr,hp197gr,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007351,Toothbrush 2000,2022/12/02,81,2,ip15jd,ip15jd,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007173,Toothbrush 2000,2022/12/02,87,8,dn215xa,dn215xa,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007456,Toothbrush 2000,2022/12/02,91,5,da163aw,da163aw,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007324,Toothbrush 4000,2022/12/01,34,8,cm08je,cm08je,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007639,Toothbrush 2000,2022/12/01,84,6,dy83qz,dy83qz,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00006921,Toothbrush 4000,2022/12/01,29,3,cm49bh,cm49bh,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007400,Toothbrush 2000,2022/12/01,74,3,ab252ee,ab252ee,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00007330,Toothbrush 2000,2022/12/02,70,4,bd89eh,bd89eh,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007202,Toothbrush 4000,2022/12/02,26,5,bn32tu,bn32tu,Dispatched,2022/12/03,In Transit,2022/12/03
BRU00007203,Toothbrush 4000,2022/12/01,27,5,dt27sj,dt27sj,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00007572,Toothbrush 4000,2022/12/02,21,9,ab167rb,ab167rb,Dispatched,2022/12/03,Delivered,2022/12/04
BRU00007520,Toothbrush 4000,2022/12/02,47,5,g50gz,g50gz,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007313,Toothbrush 2000,2022/12/02,61,7,fy69da,fy69da,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007408,Toothbrush 4000,2022/12/02,24,1,bs137sn,bs137sn,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006915,Toothbrush 4000,2022/12/02,30,6,cf717tb,cf717tb,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007381,Toothbrush 2000,2022/12/01,72,6,ex44ny,ex44ny,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007315,Toothbrush 2000,2022/12/01,101,6,hx20rl,hx20rl,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00007249,Toothbrush 2000,2022/12/02,73,2,b707ld,b707ld,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007204,Toothbrush 4000,2022/12/02,17,4,hp219gp,hp219gp,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007141,Toothbrush 4000,2022/12/02,37,6,br28nw,br28nw,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006865,Toothbrush 4000,2022/12/02,26,9,b461er,b461er,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007099,Toothbrush 4000,2022/12/01,37,3,gl54ue,gl54ue,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007261,Toothbrush 4000,2022/12/01,36,1,cf32pu,cf32pu,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007657,Toothbrush 2000,2022/12/01,79,2,cf833gh,cf833gh,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007028,Toothbrush 2000,2022/12/02,86,6,im94ln,im94ln,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006864,Toothbrush 2000,2022/12/02,76,9,da15lp,da15lp,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007505,Toothbrush 4000,2022/12/02,14,8,fy84td,fy84td,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007156,Toothbrush 4000,2022/12/01,26,7,gu19rr,gu19rr,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00006881,Toothbrush 4000,2022/12/02,30,5,cr35pr,cr35pr,Dispatched,2022/12/03,In Transit,2022/12/03
BRU00007319,Toothbrush 2000,2022/12/01,57,1,bh148jl,bh148jl,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007214,Toothbrush 4000,2022/12/02,18,2,bn411ga,bn411ga,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007237,Toothbrush 4000,2022/12/02,25,5,ba113jf,ba113jf,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007345,Toothbrush 4000,2022/12/01,30,2,al40nj,al40nj,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00006884,Toothbrush 4000,2022/12/02,24,5,ba26eu,ba26eu,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007616,Toothbrush 4000,2022/12/02,36,4,bn32rw,bn32rw,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00006941,Toothbrush 2000,2022/12/01,83,7,bs31lp,bs31lp,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00006973,Toothbrush 4000,2022/12/02,24,8,hd33wx,hd33wx,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007219,Toothbrush 4000,2022/12/02,24,2,b629lh,b629lh,Dispatched,2022/12/03,In Transit,2022/12/03
BRU00007594,Toothbrush 2000,2022/12/02,81,3,gl32le,gl32le,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006932,Toothbrush 2000,2022/12/01,93,3,de119eb,de119eb,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007279,Toothbrush 4000,2022/12/02,39,2,ab554gh,ab554gh,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007179,Toothbrush 4000,2022/12/02,20,6,im42aj,im42aj,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006923,Toothbrush 2000,2022/12/01,65,5,ca130tf,ca130tf,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007452,Toothbrush 2000,2022/12/01,94,2,ba44hw,ba44hw,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007445,Toothbrush 2000,2022/12/01,70,1,gl116lf,gl116lf,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007538,Toothbrush 2000,2022/12/01,70,8,cb63ha,cb63ha,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007307,Toothbrush 2000,2022/12/01,71,6,ca27du,ca27du,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007147,Toothbrush 2000,2022/12/01,84,7,bn36ae,bn36ae,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007629,Toothbrush 2000,2022/12/01,82,9,cw100dg,cw100dg,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007410,Toothbrush 2000,2022/12/01,66,7,hu106bf,hu106bf,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00006897,Toothbrush 2000,2022/12/02,70,2,gl40xy,gl40xy,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007501,Toothbrush 4000,2022/12/01,5,4,hr11lz,hr11lz,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00007385,Toothbrush 4000,2022/12/02,26,9,dn92nu,dn92nu,Dispatched,2022/12/03,In Transit,2022/12/03
BRU00007673,Toothbrush 2000,2022/12/02,66,6,dl117rh,dl117rh,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006945,Toothbrush 2000,2022/12/01,75,7,br35jb,br35jb,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007115,Toothbrush 2000,2022/12/02,80,1,dl140qt,dl140qt,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007231,Toothbrush 4000,2022/12/01,12,6,bb22je,bb22je,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007160,Toothbrush 2000,2022/12/02,73,1,bb90qb,bb90qb,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007492,Toothbrush 2000,2022/12/01,62,3,ct110hh,ct110hh,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007116,Toothbrush 2000,2022/12/02,74,9,bn107ny,bn107ny,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007378,Toothbrush 4000,2022/12/02,29,7,eh89nb,eh89nb,Dispatched,2022/12/03,In Transit,2022/12/03
BRU00007053,Toothbrush 4000,2022/12/01,37,3,bl35lu,bl35lu,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007668,Toothbrush 4000,2022/12/02,35,9,bd24as,bd24as,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007031,Toothbrush 2000,2022/12/01,68,6,bd63yt,bd63yt,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007601,Toothbrush 2000,2022/12/01,77,8,cr08hd,cr08hd,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007126,Toothbrush 2000,2022/12/01,76,6,fk82jw,fk82jw,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007213,Toothbrush 4000,2022/12/02,25,9,ba26ba,ba26ba,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007637,Toothbrush 2000,2022/12/01,79,7,ch654au,ch654au,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00007290,Toothbrush 4000,2022/12/02,30,1,dh78rq,dh78rq,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007559,Toothbrush 4000,2022/12/02,44,4,bs70px,bs70px,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007225,Toothbrush 2000,2022/12/02,67,9,hu139lj,hu139lj,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007583,Toothbrush 2000,2022/12/01,82,3,bh232rp,bh232rp,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007122,Toothbrush 4000,2022/12/02,32,1,de44br,de44br,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007166,Toothbrush 2000,2022/12/02,68,3,fk15eu,fk15eu,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007052,Toothbrush 4000,2022/12/02,30,5,dn57ey,dn57ey,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006874,Toothbrush 4000,2022/12/01,30,5,eh259ay,eh259ay,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006936,Toothbrush 4000,2022/12/03,26,2,dn417nb,dn417nb,Dispatched,2022/12/03,Delivered,2022/12/04
BRU00007562,Toothbrush 2000,2022/12/02,87,6,bs345jj,bs345jj,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006994,Toothbrush 4000,2022/12/01,26,2,al14ty,al14ty,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007537,Toothbrush 4000,2022/12/02,14,6,bn38ls,bn38ls,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007206,Toothbrush 4000,2022/12/02,5,3,bs353nf,bs353nf,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007145,Toothbrush 2000,2022/12/01,56,8,ex100lz,ex100lz,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007533,Toothbrush 4000,2022/12/02,9,3,bh241pb,bh241pb,Dispatched,2022/12/03,In Transit,2022/12/03
BRU00007384,Toothbrush 4000,2022/12/02,23,8,dl55ex,dl55ex,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007155,Toothbrush 2000,2022/12/01,79,9,b700jb,b700jb,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007528,Toothbrush 4000,2022/12/02,22,4,e96hs,e96hs,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007205,Toothbrush 2000,2022/12/01,72,5,dd48ts,dd48ts,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00006946,Toothbrush 2000,2022/12/02,71,5,bd214ay,bd214ay,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006887,Toothbrush 4000,2022/12/02,17,1,e146nh,e146nh,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007064,Toothbrush 2000,2022/12/02,81,3,cm89dt,cm89dt,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007404,Toothbrush 4000,2022/12/02,34,6,bb48lb,bb48lb,Dispatched,2022/12/03,In Transit,2022/12/03
BRU00007171,Toothbrush 4000,2022/12/02,13,4,da100js,da100js,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007532,Toothbrush 4000,2022/12/02,14,4,gu229px,gu229px,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007551,Toothbrush 4000,2022/12/02,17,7,im14ne,im14ne,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007564,Toothbrush 4000,2022/12/02,35,4,ca101bd,ca101bd,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007227,Toothbrush 4000,2022/12/01,45,1,dh98pq,dh98pq,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007575,Toothbrush 2000,2022/12/01,65,1,hu92rf,hu92rf,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00007226,Toothbrush 2000,2022/12/02,72,5,ct202lu,ct202lu,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007436,Toothbrush 2000,2022/12/02,74,6,gl66he,gl66he,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007580,Toothbrush 2000,2022/12/01,59,2,dg54jt,dg54jt,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007341,Toothbrush 2000,2022/12/01,64,4,b903jb,b903jb,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007514,Toothbrush 2000,2022/12/02,88,5,cb249la,cb249la,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007606,Toothbrush 2000,2022/12/02,66,8,de216bq,de216bq,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007643,Toothbrush 4000,2022/12/01,20,4,bb74ej,bb74ej,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007275,Toothbrush 4000,2022/12/01,11,5,hx62ls,hx62ls,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007268,Toothbrush 2000,2022/12/02,66,5,dn227qy,dn227qy,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007439,Toothbrush 2000,2022/12/02,75,8,bs91sh,bs91sh,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007675,Toothbrush 4000,2022/12/02,37,1,en11rl,en11rl,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007288,Toothbrush 2000,2022/12/02,78,4,e70lx,e70lx,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00006861,Toothbrush 4000,2022/12/02,20,4,bn164ha,bn164ha,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007002,Toothbrush 4000,2022/12/01,27,2,ig38nq,ig38nq,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007485,Toothbrush 2000,2022/12/01,67,7,cm38ah,cm38ah,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007405,Toothbrush 2000,2022/12/01,52,7,gu215ss,gu215ss,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00007334,Toothbrush 2000,2022/12/01,80,6,b301jy,b301jy,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007632,Toothbrush 4000,2022/12/02,30,8,dn200sx,dn200sx,Dispatched,2022/12/03,In Transit,2022/12/03
BRU00006959,Toothbrush 4000,2022/12/02,8,3,cf838rf,cf838rf,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006979,Toothbrush 2000,2022/12/01,54,7,ch39ad,ch39ad,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00007587,Toothbrush 2000,2022/12/02,75,4,cb30dg,cb30dg,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006960,Toothbrush 4000,2022/12/02,19,4,ex227dn,ex227dn,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007579,Toothbrush 2000,2022/12/02,62,7,cf449jr,cf449jr,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007577,Toothbrush 2000,2022/12/01,72,4,ex312js,ex312js,Dispatched,2022/12/01,Delivered,2022/12/03
BRU00007245,Toothbrush 2000,2022/12/01,60,8,bs110gg,bs110gg,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00007020,Toothbrush 2000,2022/12/01,72,9,eh526rs,eh526rs,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00006880,Toothbrush 2000,2022/12/01,77,5,fk125bl,fk125bl,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00006964,Toothbrush 2000,2022/12/02,64,3,cw123dn,cw123dn,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007353,Toothbrush 2000,2022/12/01,92,7,dn200bd,dn200bd,Dispatched,2022/12/01,Delivered,2022/12/02
BRU00006983,Toothbrush 2000,2022/12/02,100,6,fk77es,fk77es,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007335,Toothbrush 2000,2022/12/02,73,8,e65zl,e65zl,Dispatched,2022/12/02,Delivered,2022/12/04
BRU00007656,Toothbrush 4000,2022/12/01,32,2,de64pe,de64pe,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007241,Toothbrush 2000,2022/12/01,74,1,cf641tp,cf641tp,Dispatched,2022/12/02,In Transit,2022/12/02
BRU00006888,Toothbrush 2000,2022/12/01,77,5,bs354al,bs354al,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00006937,Toothbrush 4000,2022/12/02,28,1,ca145ya,ca145ya,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007223,Toothbrush 4000,2022/12/02,19,4,hx77dy,hx77dy,Dispatched,2022/12/02,Delivered,2022/12/03
BRU00007037,Toothbrush 2000,2022/12/01,84,8,e14ge,e14ge,Dispatched,2022/12/01,Delivered,2022/12/03
