Order Number,Toothbrush Type,Order Date,Customer Age,Order Quantity,Delivery Postcode,Billing Postcode,is_first,Dispatch Status,Dispatched Date,Delivery Status,Delivery Date
BRU00011729,Toothbrush 2000,2022-12-01 17:13:43.640510000,68,3,AB55%204ED,DN6 8SP,1,Order Received,2022-12-01 17:25:42.761901200,,
BRU00011599,Toothbrush 4000,2022-12-01 23:10:00.683638800,11,2,CR4%202HF,B16 0PU,1,Order Received,2022-12-01 23:22:16.698966000,,
BRU00011520,Toothbrush 2000,2022-12-01 18:19:08.402905600,76,5,CO15%202LT,CF11 9SZ,1,Dispatched,2022-12-02 00:30:10.183374400,Delivered,2022-12-03 00:08:03.740125600
BRU00011539,Toothbrush 4000,2022-12-02 00:51:53.245047999,9,1,FK2%207YS,CF48 3PH,1,Order Received,2022-12-02 01:04:10.360999599,,
BRU00011383,Toothbrush 4000,2022-12-02 17:41:18.793577200,27,6,G64%201ST,BN26 5RW,1,Dispatched,2022-12-02 23:24:21.008554000,Delivered,2022-12-04 07:03:18.248664400
BRU00010952,Toothbrush 4000,2022-12-01 21:56:18.472604400,21,1,CF14%204JY,BD13 3HJ,1,Order Confirmed,2022-12-01 23:05:35.826994800,,
BRU00010869,Toothbrush 2000,2022-12-02 04:47:33.213548400,76,4,CB7%205EH,BN1 7EJ,1,Order Received,2022-12-02 04:59:14.105360400,,
BRU00011287,Toothbrush 2000,2022-12-01 18:18:10.964784400,69,4,DH8%200SB,EN9 2DA,1,Order Received,2022-12-01 18:30:12.232553200,,
BRU00011565,Toothbrush 2000,2022-12-01 18:55:06.941269600,68,3,GL4%205GA,CW1 5SG,1,Order Confirmed,2022-12-01 19:54:49.643806000,,
BRU00011016,Toothbrush 2000,2022-12-02 07:06:08.327590800,92,8,E6%201QL,E11 3HS,1,Order Confirmed,2022-12-02 08:19:13.182786000,,
BRU00011770,Toothbrush 4000,2022-12-01 15:24:31.449703200,24,2,BS25%201BP,DD4 7PF,1,Order Received,2022-12-01 15:36:40.285615200,,
BRU00011228,Toothbrush 2000,2022-12-01 16:20:27.155255199,77,2,B33%209AW,CW11 3NB,1,Order Received,2022-12-01 16:32:38.619404799,,
BRU00010882,Toothbrush 4000,2022-12-01 16:52:37.536903600,18,4,E8%202HN,CT6 6ES,1,Order Received,2022-12-01 17:03:30.854654400,,
BRU00011002,Toothbrush 4000,2022-12-02 12:58:46.196354400,20,4,FY3%209EZ,CF24 3DD,1,Order Confirmed,2022-12-02 14:03:08.638647600,,
BRU00010836,Toothbrush 4000,2022-12-02 12:33:20.842684800,39,4,B26%203RE,CF15 7UQ,1,Order Received,2022-12-02 12:46:18.019810800,,
BRU00011493,Toothbrush 2000,2022-12-01 15:53:57.687733200,70,7,EH14%207JB,E1 4AH,1,Order Confirmed,2022-12-01 16:29:18.114077999,,
BRU00011661,Toothbrush 4000,2022-12-02 14:05:19.237691600,27,4,HP9%202BU,DN22 7ZG,1,Dispatched,2022-12-02 21:29:44.593902800,Delivered,2022-12-03 22:59:17.394790400
BRU00011187,Toothbrush 4000,2022-12-01 20:07:32.560096000,12,7,BN15%200LA,CV3 1LE,1,Order Confirmed,2022-12-01 20:57:02.385078400,,
BRU00011781,Toothbrush 2000,2022-12-01 22:30:27.218884000,83,7,GL52%208PG,BA20 2FD,1,Order Confirmed,2022-12-01 23:40:08.277928000,,
BRU00010935,Toothbrush 2000,2022-12-02 06:51:33.428253200,80,2,AB31%204NE,B38 0DT,1,Dispatched,2022-12-02 14:34:02.192048000,Delivered,2022-12-03 22:34:00.088586000
BRU00011212,Toothbrush 2000,2022-12-02 08:33:46.800968400,95,4,CM23%203YR,E4 7PR,1,Dispatched,2022-12-02 15:48:27.350028000,Delivered,2022-12-04 00:09:52.048782000
BRU00011716,Toothbrush 4000,2022-12-02 15:24:55.160214800,25,4,HR5%203HH,BS30 8BY,1,Order Received,2022-12-02 15:37:26.932144400,,
BRU00011555,Toothbrush 2000,2022-12-01 12:20:00.525131200,65,6,DN5%207PF,GU47 0SG,1,Order Confirmed,2022-12-01 13:34:34.831488400,,
BRU00011479,Toothbrush 4000,2022-12-02 00:49:30.555851200,18,1,BL0%209QR,DA1 5AF,1,Order Received,2022-12-02 01:01:32.675426800,,
BRU00011363,Toothbrush 2000,2022-12-02 04:14:06.496557200,85,9,CM6%202AA,AL5 5AN,1,Order Received,2022-12-02 04:27:16.397472800,,
BRU00011377,Toothbrush 4000,2022-12-02 04:18:24.741960400,20,9,HU6%200AG,B93 0BU,1,Order Confirmed,2022-12-02 05:22:19.449648400,,
BRU00011775,Toothbrush 4000,2022-12-01 20:03:09.873708800,14,5,GU27%202LP,HP22 4QZ,1,Order Received,2022-12-01 20:15:13.799498000,,
BRU00011609,Toothbrush 2000,2022-12-01 18:15:54.105540000,47,9,IG10%201TS,BN25 4WE,1,Order Received,2022-12-01 18:28:06.163009200,,
BRU00011785,Toothbrush 2000,2022-12-01 18:20:11.412522799,79,5,G41%204LB,HP2 5GG,1,Order Confirmed,2022-12-01 19:31:01.528469599,,
BRU00011668,Toothbrush 4000,2022-12-02 08:22:52.939296800,16,9,DT11%209FJ,EX38 8JE,1,Order Received,2022-12-02 08:35:53.318950400,,
BRU00011085,Toothbrush 2000,2022-12-02 07:52:14.612154000,77,9,DN34%205NL,HP19 9NE,1,Order Confirmed,2022-12-02 08:40:21.093054000,,
BRU00011452,Toothbrush 2000,2022-12-02 10:09:32.176308400,70,1,DE4%204NZ,BB10 3JQ,1,Order Received,2022-12-02 10:21:41.194459600,,
BRU00011656,Toothbrush 4000,2022-12-02 14:15:20.399425200,18,8,BA13%203HG,DG1 3LX,1,Dispatched,2022-12-02 21:53:22.993926000,Delivered,2022-12-03 21:25:16.734774000
BRU00011432,Toothbrush 2000,2022-12-01 15:00:28.544125600,67,9,CV34%208BU,HU15 1AU,1,Dispatched,2022-12-01 22:26:28.670308000,Delivered,2022-12-02 23:08:18.563048800
BRU00011397,Toothbrush 4000,2022-12-02 03:37:41.576673200,30,9,GU24%208AQ,GU24 8AQ,1,Order Received,2022-12-02 03:48:57.126785600,,
BRU00011556,Toothbrush 4000,2022-12-01 16:47:16.242215999,30,3,CA2%206EH,CA2 6EH,1,Dispatched,2022-12-02 00:07:46.403327999,Delivered,2022-12-03 05:39:19.761821998
BRU00011697,Toothbrush 4000,2022-12-01 12:45:36.870830400,36,7,HU3%203YY,HU3 3YY,1,Order Confirmed,2022-12-01 13:26:20.316142800,,
BRU00011691,Toothbrush 4000,2022-12-02 12:16:43.120019600,16,5,IG8%207QW,IG8 7QW,1,Order Confirmed,2022-12-02 13:17:20.104814000,,
BRU00011127,Toothbrush 4000,2022-12-01 19:58:06.546956400,43,4,BA2%206TF,BA2 6TF,1,Dispatched,2022-12-02 03:01:39.291627600,Delivered,2022-12-03 06:34:26.986352400
BRU00011451,Toothbrush 4000,2022-12-02 07:24:06.392532400,29,3,EH12%208LW,EH12 8LW,1,Dispatched,2022-12-02 13:16:00.609536800,Delivered,2022-12-03 20:16:13.102606000
BRU00011485,Toothbrush 4000,2022-12-02 09:10:29.526580400,27,7,CV21%201AS,CV21 1AS,1,Order Confirmed,2022-12-02 10:14:16.504722800,,
BRU00011051,Toothbrush 4000,2022-12-02 10:51:28.172216799,31,8,B11%204PR,B11 4PR,1,Dispatched,2022-12-02 18:54:36.415698399,Delivered,2022-12-03 18:18:55.936021599
BRU00011329,Toothbrush 4000,2022-12-02 10:53:54.801979200,20,5,IM1%202PF,IM1 2PF,1,Order Received,2022-12-02 11:05:06.243303600,,
BRU00010971,Toothbrush 4000,2022-12-01 19:43:09.594382400,27,1,GU23%207BS,GU23 7BS,1,Dispatched,2022-12-02 02:53:00.358310000,Delivered,2022-12-03 06:54:16.885637600
BRU00011023,Toothbrush 4000,2022-12-02 03:14:20.167714000,27,6,DE22%204ES,DE22 4ES,1,Order Received,2022-12-02 03:26:30.853957600,,
BRU00011685,Toothbrush 4000,2022-12-02 07:17:56.207073600,32,9,B92%209NF,B92 9NF,1,Order Received,2022-12-02 07:29:01.433311200,,
BRU00011216,Toothbrush 4000,2022-12-02 09:07:00.542342400,20,1,EX18%207DW,EX18 7DW,1,Dispatched,2022-12-02 16:41:02.353366799,Delivered,2022-12-04 00:40:18.385263599
BRU00010871,Toothbrush 2000,2022-12-02 13:59:04.918126000,72,7,CF81%208PJ,CF81 8PJ,1,Order Received,2022-12-02 14:11:18.198403600,,
BRU00011677,Toothbrush 4000,2022-12-02 11:37:39.592267200,22,6,BN43%206YP,BN43 6YP,1,Order Received,2022-12-02 11:50:57.387813600,,
BRU00011608,Toothbrush 2000,2022-12-02 02:04:15.805462000,61,5,HP21%209BS,HP21 9BS,1,Order Confirmed,2022-12-02 02:49:11.616293200,,
BRU00011419,Toothbrush 4000,2022-12-02 10:17:04.141416800,32,7,GL7%205RT,GL7 5RT,1,Order Received,2022-12-02 10:28:44.721983600,,
BRU00011385,Toothbrush 4000,2022-12-02 06:15:41.192797600,34,6,CV23%208DZ,CV23 8DZ,1,Order Confirmed,2022-12-02 07:01:11.150975200,,
BRU00011312,Toothbrush 4000,2022-12-02 09:43:56.725367600,35,7,DA3%207DP,DA3 7DP,1,Order Received,2022-12-02 09:55:50.539473200,,
BRU00011376,Toothbrush 2000,2022-12-01 17:53:50.026720400,48,1,BB9%200DR,BB9 0DR,1,Dispatched,2022-12-02 01:33:18.378196400,Delivered,2022-12-03 02:17:18.825876800
BRU00010966,Toothbrush 2000,2022-12-02 10:33:37.968241600,89,4,GL50%203LX,GL50 3LX,1,Order Confirmed,2022-12-02 11:46:46.195513600,,
BRU00010849,Toothbrush 2000,2022-12-01 17:48:26.211803600,86,6,DL14%207DS,DL14 7DS,1,Order Confirmed,2022-12-01 19:04:47.476266800,,
BRU00011367,Toothbrush 4000,2022-12-02 21:24:55.111357200,9,4,DN9%201AU,DN9 1AU,1,Order Received,2022-12-02 21:36:50.509304400,,
BRU00011188,Toothbrush 2000,2022-12-01 10:25:06.272870400,76,3,CH49%202PT,CH49 2PT,1,Order Received,2022-12-01 10:36:58.758788400,,
BRU00011270,Toothbrush 2000,2022-12-01 16:27:21.278779200,82,9,IP14%201FR,IP14 1FR,1,Dispatched,2022-12-01 23:19:38.943987600,Delivered,2022-12-02 22:44:43.501282800
BRU00011486,Toothbrush 4000,2022-12-02 16:34:22.400412400,33,3,HU7%206AP,HU7 6AP,1,Dispatched,2022-12-02 23:18:07.788558400,Delivered,2022-12-04 03:49:44.117016400
BRU00010821,Toothbrush 4000,2022-12-02 05:40:18.587639200,25,7,CW1%205TH,CW1 5TH,1,Order Confirmed,2022-12-02 06:43:12.658313200,,
BRU00011641,Toothbrush 4000,2022-12-02 14:41:24.320998400,33,5,B17%200QB,B17 0QB,1,Order Received,2022-12-02 14:52:07.481727200,,
BRU00010832,Toothbrush 2000,2022-12-01 17:41:34.650696000,62,6,AB31%204PN,AB31 4PN,1,Order Received,2022-12-01 17:54:15.841438800,,
BRU00011020,Toothbrush 2000,2022-12-02 13:28:59.797585600,64,1,B24%200PE,B24 0PE,1,Order Confirmed,2022-12-02 14:38:37.713329200,,
BRU00010835,Toothbrush 4000,2022-12-02 19:30:58.231704000,32,8,CT1%201QF,CT1 1QF,1,Dispatched,2022-12-03 02:20:53.948430000,Delivered,2022-12-04 04:27:35.180277600
BRU00011000,Toothbrush 4000,2022-12-02 04:36:35.826292400,28,7,CW12%201NY,CW12 1NY,1,Order Confirmed,2022-12-02 05:51:32.756576000,,
BRU00011715,Toothbrush 2000,2022-12-01 12:04:40.990382000,63,8,CV11%204SB,CV11 4SB,1,Order Received,2022-12-01 12:16:09.586862000,,
BRU00011566,Toothbrush 2000,2022-12-01 22:54:54.025159200,73,6,AB51%200YS,AB51 0YS,1,Dispatched,2022-12-02 06:45:15.760032000,Delivered,2022-12-03 12:31:10.923642000
BRU00010819,Toothbrush 2000,2022-12-02 02:18:30.978786400,79,2,HA9%208RE,HA9 8RE,1,Order Confirmed,2022-12-02 03:18:06.670711600,,
BRU00010851,Toothbrush 4000,2022-12-02 09:20:55.306866400,30,8,EX5%204NA,EX5 4NA,1,Dispatched,2022-12-02 16:49:45.028620400,Delivered,2022-12-03 20:23:25.327560399
BRU00011243,Toothbrush 4000,2022-12-02 17:25:49.098848800,33,5,CV11%206SH,CV11 6SH,1,Order Received,2022-12-02 17:38:58.993640800,,
BRU00011431,Toothbrush 4000,2022-12-01 17:08:49.282877200,32,7,CA11%208FE,CA11 8FE,1,Order Received,2022-12-01 17:21:15.957962800,,
BRU00010890,Toothbrush 4000,2022-12-02 15:31:46.613793600,38,2,IG4%205DB,IG4 5DB,1,Dispatched,2022-12-02 23:20:48.070308000,Delivered,2022-12-03 20:09:53.035627200
BRU00011007,Toothbrush 2000,2022-12-01 18:17:36.198064400,78,8,BR4%209PH,BR4 9PH,1,Dispatched,2022-12-02 00:39:34.692981200,Delivered,2022-12-03 02:20:48.192512000
BRU00011340,Toothbrush 4000,2022-12-02 14:37:28.412970000,37,3,EH14%201ED,EH14 1ED,1,Order Confirmed,2022-12-02 15:40:23.512718400,,
BRU00010853,Toothbrush 2000,2022-12-01 15:10:32.115221600,84,4,HR9%205JS,HR9 5JS,1,Order Confirmed,2022-12-01 16:15:26.817932000,,
BRU00010889,Toothbrush 2000,2022-12-02 03:21:21.083673600,54,5,EH48%204DE,EH48 4DE,1,Order Confirmed,2022-12-02 04:29:28.730486400,,
BRU00011120,Toothbrush 2000,2022-12-02 03:19:54.168124800,73,8,CV7%207FS,CV7 7FS,1,Order Received,2022-12-02 03:30:57.767540400,,
BRU00011194,Toothbrush 2000,2022-12-02 03:13:42.584120400,87,5,BN42%204NS,BN42 4NS,1,Dispatched,2022-12-02 10:18:23.883199200,Delivered,2022-12-03 13:37:12.412178400
BRU00011760,Toothbrush 4000,2022-12-02 12:22:21.156946400,22,8,B19%201AY,B19 1AY,1,Order Confirmed,2022-12-02 13:30:32.409303200,,
BRU00011191,Toothbrush 2000,2022-12-02 06:44:36.364008000,69,4,HP3%200LP,HP3 0LP,1,Order Confirmed,2022-12-02 08:08:03.655358400,,
BRU00011226,Toothbrush 4000,2022-12-02 16:35:36.096018400,24,5,DL16%206DU,DL16 6DU,1,Order Confirmed,2022-12-02 17:25:40.611216400,,
BRU00010825,Toothbrush 2000,2022-12-01 19:00:13.132295600,63,2,DN37%209BA,DN37 9BA,1,Order Confirmed,2022-12-01 19:56:19.180071200,,
BRU00010908,Toothbrush 4000,2022-12-02 01:39:23.721564800,36,3,B71%203HU,B71 3HU,1,Order Confirmed,2022-12-02 02:30:30.342263600,,
BRU00011106,Toothbrush 4000,2022-12-02 04:59:23.385598400,22,5,BN99%208FE,BN99 8FE,1,Order Confirmed,2022-12-02 06:07:32.222564000,,
BRU00011282,Toothbrush 4000,2022-12-02 13:40:46.626035600,28,6,E7%209LB,E7 9LB,1,Order Received,2022-12-02 13:52:30.324548000,,
BRU00011326,Toothbrush 2000,2022-12-01 17:31:22.629843999,73,3,CB1%203FF,CB1 3FF,1,Order Confirmed,2022-12-01 18:36:16.112075199,,
BRU00010942,Toothbrush 2000,2022-12-01 18:49:25.833998400,74,2,DN35%207NN,DN35 7NN,1,Order Confirmed,2022-12-01 19:52:36.303637200,,
BRU00011273,Toothbrush 4000,2022-12-01 22:44:18.725196400,21,4,BA2%201ED,BA2 1ED,1,Dispatched,2022-12-02 06:11:31.855314400,Delivered,2022-12-03 10:40:44.249911600
BRU00010808,Toothbrush 4000,2022-12-01 22:29:28.063096400,24,4,DE6%205HA,DE6 5HA,1,Order Confirmed,2022-12-01 23:33:58.401946400,,
BRU00011206,Toothbrush 4000,2022-12-02 00:48:42.439251200,31,5,CF5%202NZ,CF5 2NZ,1,Order Confirmed,2022-12-02 01:56:15.312393200,,
BRU00011595,Toothbrush 2000,2022-12-01 14:51:18.373572400,78,6,CF5%203AF,CF5 3AF,1,Order Confirmed,2022-12-01 15:45:50.256011200,,
BRU00011607,Toothbrush 4000,2022-12-02 02:59:59.290030400,27,5,BS9%202RX,BS9 2RX,1,Order Received,2022-12-02 03:12:52.200735200,,
BRU00011165,Toothbrush 4000,2022-12-02 05:15:12.307361600,30,9,CV11%206NT,CV11 6NT,1,Order Received,2022-12-02 05:27:33.638067200,,
BRU00011598,Toothbrush 4000,2022-12-01 19:56:23.776200000,36,9,DG9%207RQ,DG9 7RQ,1,Dispatched,2022-12-02 03:35:11.573953200,Delivered,2022-12-03 08:19:12.424027200
BRU00011342,Toothbrush 4000,2022-12-02 09:07:30.287653600,14,3,EX12%202XN,EX12 2XN,1,Order Received,2022-12-02 09:19:40.143838000,,
BRU00011722,Toothbrush 4000,2022-12-02 15:08:27.954167200,40,9,HU7%204HU,HU7 4HU,1,Order Received,2022-12-02 15:20:13.036786000,,
BRU00011231,Toothbrush 2000,2022-12-01 22:56:04.818275600,77,9,EX23%209SW,EX23 9SW,1,Dispatched,2022-12-02 05:41:40.739129600,Delivered,2022-12-03 10:20:30.505028000
BRU00011247,Toothbrush 4000,2022-12-02 08:49:19.567030400,12,8,HD1%201JY,HD1 1JY,1,Dispatched,2022-12-02 16:04:13.821038000,Delivered,2022-12-03 20:31:44.373708800
BRU00011043,Toothbrush 2000,2022-12-01 17:36:33.239351600,73,7,CF62%209TR,CF62 9TR,1,Order Confirmed,2022-12-01 18:28:04.338873200,,
BRU00010911,Toothbrush 2000,2022-12-01 18:00:47.504289200,38,6,EH32%200RF,EH32 0RF,1,Order Received,2022-12-01 18:11:59.849735600,,
BRU00011060,Toothbrush 2000,2022-12-02 04:10:08.121346800,89,7,EH10%204PG,EH10 4PG,1,Order Received,2022-12-02 04:23:03.556303200,,
BRU00010898,Toothbrush 2000,2022-12-01 23:29:01.843357600,55,8,hd62ph,hd62ph,1,Order Received,2022-12-01 23:41:07.370286400,,
BRU00010984,Toothbrush 2000,2022-12-02 10:43:08.197138800,47,4,fy78nx,fy78nx,1,Order Confirmed,2022-12-02 11:27:06.052585200,,
BRU00011650,Toothbrush 2000,2022-12-02 04:44:29.563254000,68,1,ig110fn,ig110fn,1,Order Confirmed,2022-12-02 05:50:16.939191600,,
BRU00011190,Toothbrush 2000,2022-12-01 17:39:27.450668800,76,5,bn214ph,bn214ph,1,Dispatched,2022-12-02 00:20:34.587185200,Delivered,2022-12-02 23:00:35.833016800
BRU00010901,Toothbrush 2000,2022-12-01 20:05:22.997211200,68,6,bs67th,bs67th,1,Order Received,2022-12-01 20:17:09.585008000,,
BRU00011316,Toothbrush 2000,2022-12-01 13:38:07.563549600,80,5,gu126sl,gu126sl,1,Dispatched,2022-12-01 19:48:05.433970800,Delivered,2022-12-03 05:16:30.498320400
BRU00011381,Toothbrush 4000,2022-12-02 15:47:43.360053200,9,4,ba10sn,ba10sn,1,Dispatched,2022-12-02 23:39:09.865028000,Delivered,2022-12-04 04:55:53.806917199
BRU00011171,Toothbrush 2000,2022-12-02 03:28:49.999770000,83,6,dl81lw,dl81lw,1,Dispatched,2022-12-02 10:46:48.864402000,Delivered,2022-12-03 15:59:22.167480000
BRU00011543,Toothbrush 2000,2022-12-01 17:39:50.778646400,73,5,g735lu,g735lu,1,Dispatched,2022-12-02 00:47:22.017154400,Delivered,2022-12-03 04:32:28.696760000
BRU00011574,Toothbrush 4000,2022-12-02 01:58:58.170898800,30,9,dt28ge,dt28ge,1,Dispatched,2022-12-02 09:16:54.201326400,Delivered,2022-12-03 08:47:35.472435600
BRU00011490,Toothbrush 2000,2022-12-02 09:10:41.439178800,77,9,hg14pe,hg14pe,1,Dispatched,2022-12-02 16:53:07.569415200,Delivered,2022-12-03 19:05:24.368415600
BRU00011319,Toothbrush 4000,2022-12-02 00:43:32.168474400,12,7,b774df,b774df,1,Order Confirmed,2022-12-02 01:53:37.440934800,,
BRU00011686,Toothbrush 2000,2022-12-01 23:19:19.210439600,58,8,im75bg,im75bg,1,Dispatched,2022-12-02 06:28:39.627836000,Delivered,2022-12-03 06:33:53.522916800
BRU00011726,Toothbrush 4000,2022-12-02 10:45:33.066218000,20,6,co70ra,co70ra,1,Dispatched,2022-12-02 17:19:47.859249200,Delivered,2022-12-04 03:29:11.493990800
BRU00011063,Toothbrush 2000,2022-12-01 22:51:31.537794000,56,4,g783qr,g783qr,1,Order Received,2022-12-01 23:03:13.231012800,,
BRU00011699,Toothbrush 4000,2022-12-02 14:20:20.300122800,24,8,gu125dh,gu125dh,1,Dispatched,2022-12-02 21:27:26.454572400,Delivered,2022-12-04 04:14:51.103515600
BRU00011461,Toothbrush 2000,2022-12-02 04:10:38.827626400,72,6,ab238js,ab238js,1,Dispatched,2022-12-02 10:34:11.752724800,Delivered,2022-12-03 17:08:34.781411200
BRU00011644,Toothbrush 2000,2022-12-02 01:15:27.749448400,71,5,ab561xf,ab561xf,1,Order Received,2022-12-02 01:27:29.297581600,,
BRU00011554,Toothbrush 2000,2022-12-02 04:51:56.560873200,93,2,en35js,en35js,1,Dispatched,2022-12-02 11:36:23.484181200,Delivered,2022-12-03 21:33:19.614217200
BRU00010809,Toothbrush 2000,2022-12-02 13:25:07.391550000,83,4,hg58nl,hg58nl,1,Order Received,2022-12-02 13:36:58.374770400,,
BRU00011138,Toothbrush 4000,2022-12-02 15:30:29.278938800,29,4,cb87hj,cb87hj,1,Order Confirmed,2022-12-02 16:35:10.861589600,,
BRU00011074,Toothbrush 4000,2022-12-02 17:05:46.843517999,13,1,ab244dt,ab244dt,1,Dispatched,2022-12-02 23:33:31.764825599,Delivered,2022-12-04 03:14:31.014433199
BRU00011209,Toothbrush 2000,2022-12-01 16:50:35.794949600,86,4,co79jn,co79jn,1,Order Confirmed,2022-12-01 17:59:03.772766000,,
BRU00011552,Toothbrush 4000,2022-12-02 00:46:34.141433600,26,7,ab546hu,ab546hu,1,Dispatched,2022-12-02 07:54:56.822552000,Delivered,2022-12-03 07:37:44.828854400
BRU00011591,Toothbrush 2000,2022-12-02 09:24:50.837643600,66,3,cv349js,cv349js,1,Order Confirmed,2022-12-02 11:12:03.786079200,,
BRU00011618,Toothbrush 2000,2022-12-02 13:26:52.455100400,87,5,e83xs,e83xs,1,Dispatched,2022-12-02 21:17:01.802715200,Delivered,2022-12-03 20:56:10.459041200
BRU00011027,Toothbrush 2000,2022-12-01 09:39:08.039392000,88,5,hu87jq,hu87jq,1,Dispatched,2022-12-01 16:49:15.870955600,Delivered,2022-12-02 11:30:52.551635200
BRU00011492,Toothbrush 4000,2022-12-02 04:43:42.830636000,29,1,gl530er,gl530er,1,Order Confirmed,2022-12-02 05:29:15.847496000,,
BRU00011635,Toothbrush 2000,2022-12-02 08:54:21.041794799,87,9,ab169un,ab169un,1,Order Confirmed,2022-12-02 09:58:04.796972399,,
BRU00011428,Toothbrush 4000,2022-12-02 13:25:10.615796800,16,8,g209ax,g209ax,1,Order Received,2022-12-02 13:36:26.152031200,,
BRU00011373,Toothbrush 2000,2022-12-02 09:33:58.195010799,77,7,ha35hh,ha35hh,1,Dispatched,2022-12-02 16:41:20.624891199,Delivered,2022-12-03 21:05:54.379459599
BRU00011690,Toothbrush 2000,2022-12-02 05:49:18.630099200,76,3,dt83lw,dt83lw,1,Order Confirmed,2022-12-02 06:34:01.889926400,,
BRU00011066,Toothbrush 2000,2022-12-01 10:56:40.547241200,66,6,ca287qp,ca287qp,1,Order Confirmed,2022-12-01 12:01:49.142895200,,
BRU00011435,Toothbrush 4000,2022-12-02 01:40:46.489276800,22,1,ab338re,ab338re,1,Dispatched,2022-12-02 09:07:20.758158000,Delivered,2022-12-03 17:01:28.712034000
BRU00011153,Toothbrush 4000,2022-12-02 13:30:41.640769200,13,8,eh288aa,eh288aa,1,Order Confirmed,2022-12-02 14:27:51.035714400,,
BRU00011236,Toothbrush 4000,2022-12-02 09:29:17.308842800,7,7,hu164af,hu164af,1,Order Confirmed,2022-12-02 10:29:42.281974400,,
BRU00011274,Toothbrush 2000,2022-12-01 21:50:51.429603600,97,3,cf328db,cf328db,1,Dispatched,2022-12-02 05:26:02.329891199,Delivered,2022-12-03 03:51:28.787915999
BRU00011736,Toothbrush 2000,2022-12-02 02:37:39.144940000,49,1,fy37nf,fy37nf,1,Dispatched,2022-12-02 09:29:13.858958800,Delivered,2022-12-03 16:27:13.070322400
BRU00011145,Toothbrush 2000,2022-12-01 13:19:12.678225600,86,5,eh13aa,eh13aa,1,Dispatched,2022-12-01 20:06:27.565084800,Delivered,2022-12-03 00:58:31.335970800
BRU00011670,Toothbrush 2000,2022-12-02 04:40:32.255856400,75,4,de139pn,de139pn,1,Order Received,2022-12-02 04:51:12.354079600,,
BRU00011142,Toothbrush 2000,2022-12-02 00:40:38.280444800,68,7,bd231ng,bd231ng,1,Order Received,2022-12-02 00:53:21.163050800,,
BRU00010873,Toothbrush 2000,2022-12-01 04:17:43.080497200,64,8,dn344ds,dn344ds,1,Dispatched,2022-12-01 10:57:22.791766000,Delivered,2022-12-02 12:55:58.607364400
BRU00011010,Toothbrush 2000,2022-12-01 05:42:46.254528000,73,6,cw74dq,cw74dq,1,Order Received,2022-12-01 05:54:41.136645600,,
BRU00011012,Toothbrush 2000,2022-12-01 15:20:38.467239200,70,5,cv79bw,cv79bw,1,Dispatched,2022-12-01 22:29:42.477041600,Delivered,2022-12-03 11:24:16.673250800
BRU00011288,Toothbrush 2000,2022-12-01 18:58:01.038668800,68,7,g664sp,g664sp,1,Order Confirmed,2022-12-01 20:17:20.948552800,,
BRU00011445,Toothbrush 4000,2022-12-02 05:23:08.994876000,31,2,dy138tb,dy138tb,1,Order Received,2022-12-02 05:34:49.064214000,,
BRU00011667,Toothbrush 2000,2022-12-02 11:19:58.130239600,61,6,bb55rl,bb55rl,1,Order Received,2022-12-02 11:31:41.404373200,,
BRU00011456,Toothbrush 2000,2022-12-02 03:02:36.803012800,78,3,bn274lq,bn274lq,1,Dispatched,2022-12-02 09:59:43.508833600,Delivered,2022-12-04 01:38:20.076829600
BRU00011009,Toothbrush 4000,2022-12-02 19:14:55.053304399,29,4,cm13dq,cm13dq,1,Order Confirmed,2022-12-02 20:07:22.948056799,,
BRU00010993,Toothbrush 2000,2022-12-02 01:07:30.138136000,96,1,hu87rx,hu87rx,1,Order Confirmed,2022-12-02 02:19:10.097339200,,
BRU00011192,Toothbrush 2000,2022-12-02 05:42:33.822719600,66,4,hp135sg,hp135sg,1,Order Confirmed,2022-12-02 06:42:08.024496800,,
BRU00011756,Toothbrush 2000,2022-12-01 11:16:03.630728400,51,7,hx62ph,hx62ph,1,Order Received,2022-12-01 11:27:23.007133200,,
BRU00010910,Toothbrush 2000,2022-12-01 19:48:45.881338400,75,3,g689hn,g689hn,1,Dispatched,2022-12-02 02:35:04.429299200,Delivered,2022-12-03 12:59:59.129200400
BRU00011059,Toothbrush 4000,2022-12-02 13:06:15.258508800,37,7,gy93xb,gy93xb,1,Dispatched,2022-12-02 19:47:53.795121600,Delivered,2022-12-04 02:31:09.245044800
BRU00011253,Toothbrush 2000,2022-12-02 06:36:24.284365600,74,1,cv49nb,cv49nb,1,Dispatched,2022-12-02 13:23:59.574131200,Delivered,2022-12-03 23:04:07.370868400
BRU00010940,Toothbrush 4000,2022-12-02 11:24:25.244879599,35,1,eh414be,eh414be,1,Order Received,2022-12-02 11:35:46.187478799,,
